-8.3,-0.8156,0.00825,-0.0232
-8.2,-0.8048,0.00818,-0.0231
-8.1,-0.7942,0.00812,-0.023
-8,-0.7835,0.00808,-0.0228
-7.9,-0.7724,0.00802,-0.0228
-7.8,-0.7613,0.00797,-0.0228
-7.7,-0.7506,0.00792,-0.0226
-7.6,-0.74,0.00786,-0.0225
-7.5,-0.7291,0.00779,-0.0225
-7.4,-0.7182,0.00773,-0.0224
-7.3,-0.7074,0.0077,-0.0223
-7.2,-0.6962,0.00765,-0.0223
-7.1,-0.6851,0.00761,-0.0222
-7,-0.6743,0.00756,-0.0221
-6.9,-0.6633,0.0075,-0.0221
-6.8,-0.6522,0.00744,-0.0221
-6.7,-0.6411,0.00739,-0.022
-6.6,-0.6301,0.00736,-0.022
-6.5,-0.6188,0.00732,-0.022
-6.4,-0.6077,0.00727,-0.0219
-6.3,-0.5968,0.00722,-0.0219
-6.2,-0.5858,0.00717,-0.0218
-6.1,-0.5745,0.00712,-0.0218
-6,-0.5632,0.00709,-0.0218
-5.9,-0.5521,0.00705,-0.0218
-5.8,-0.541,0.007,-0.0217
-5.7,-0.5298,0.00695,-0.0217
-5.6,-0.5186,0.00691,-0.0217
-5.5,-0.5074,0.00689,-0.0217
-5.4,-0.496,0.00685,-0.0217
-5.3,-0.4849,0.0068,-0.0217
-5.2,-0.4739,0.00676,-0.0216
-5.1,-0.4626,0.00673,-0.0216
-5,-0.4513,0.0067,-0.0216
-4.9,-0.4402,0.00667,-0.0216
-4.8,-0.429,0.00662,-0.0216
-4.7,-0.4177,0.00658,-0.0216
-4.6,-0.4064,0.00657,-0.0216
-4.5,-0.3951,0.00654,-0.0216
-4.4,-0.3839,0.00648,-0.0216
-4.3,-0.3728,0.00646,-0.0215
-4.2,-0.3614,0.00644,-0.0215
-4.1,-0.3501,0.00641,-0.0216
-4,-0.339,0.00637,-0.0215
-3.9,-0.3277,0.00634,-0.0215
-3.8,-0.3163,0.00632,-0.0215
-3.7,-0.305,0.00629,-0.0215
-3.6,-0.2939,0.00625,-0.0215
-3.5,-0.2825,0.00622,-0.0215
-3.4,-0.2711,0.00622,-0.0215
-3.3,-0.2599,0.00619,-0.0215
-3.2,-0.2487,0.00614,-0.0215
-3.1,-0.2373,0.00614,-0.0215
-3,-0.226,0.00611,-0.0215
-2.9,-0.2147,0.00607,-0.0215
-2.8,-0.2034,0.00606,-0.0216
-2.7,-0.1921,0.00605,-0.0216
-2.6,-0.1808,0.006,-0.0216
-2.5,-0.1695,0.00599,-0.0216
-2.4,-0.1581,0.00598,-0.0216
-2.3,-0.1468,0.00594,-0.0216
-2.2,-0.1356,0.00593,-0.0216
-2.1,-0.1242,0.00592,-0.0216
-2,-0.1129,0.00588,-0.0216
-1.9,-0.1016,0.00587,-0.0216
-1.8,-0.0903,0.00586,-0.0216
-1.7,-0.079,0.00582,-0.0216
-1.6,-0.0675,0.00582,-0.0217
-1.5,-0.0564,0.0058,-0.0217
-1.4,-0.0449,0.00577,-0.0217
-1.3,-0.0336,0.00575,-0.0217
-1.2,-0.0225,0.00574,-0.0217
-1.1,-0.011,0.00572,-0.0217
-1,0.0002,0.00569,-0.0217
-0.9,0.0115,0.00568,-0.0217
-0.8,0.0227,0.00565,-0.0217
-0.7,0.034,0.00561,-0.0217
-0.6,0.0452,0.00559,-0.0217
-0.5,0.0562,0.00556,-0.0217
-0.4,0.0676,0.00552,-0.0217
-0.3,0.0789,0.00551,-0.0217
-0.2,0.0899,0.00549,-0.0217
-0.1,0.1014,0.00547,-0.0217
0,0.1127,0.00544,-0.0218
0.1,0.124,0.00543,-0.0218
0.2,0.1352,0.00543,-0.0218
0.3,0.1467,0.00541,-0.0218
0.4,0.1581,0.00539,-0.0218
0.5,0.1694,0.0054,-0.0218
0.6,0.1806,0.0054,-0.0218
0.7,0.1922,0.00539,-0.0219
0.8,0.2036,0.00537,-0.0219
0.9,0.215,0.00538,-0.0219
1,0.2262,0.00538,-0.0219
1.1,0.2377,0.00538,-0.022
1.2,0.2492,0.00536,-0.022
1.3,0.2606,0.00536,-0.022
1.4,0.272,0.00538,-0.0221
1.5,0.2832,0.00538,-0.0221
1.6,0.2948,0.00538,-0.0221
1.7,0.3062,0.00537,-0.0221
1.8,0.3177,0.00538,-0.0222
1.9,0.3289,0.00538,-0.0222
2,0.3403,0.0054,-0.0222
2.1,0.3518,0.00539,-0.0222
2.2,0.3633,0.00538,-0.0223
2.3,0.3747,0.0054,-0.0223
2.4,0.3858,0.00542,-0.0223
2.5,0.3972,0.00544,-0.0223
2.6,0.4087,0.00543,-0.0223
2.7,0.42,0.00544,-0.0223
2.8,0.4312,0.00547,-0.0223
2.9,0.4424,0.00549,-0.0223
3,0.4538,0.0055,-0.0224
3.1,0.465,0.00551,-0.0224
3.2,0.4761,0.00555,-0.0223
3.3,0.4873,0.00557,-0.0223
3.4,0.4986,0.00558,-0.0223
3.5,0.5096,0.00562,-0.0223
3.6,0.5207,0.00565,-0.0223
3.7,0.5319,0.00566,-0.0223
3.8,0.5429,0.00569,-0.0222
3.9,0.5538,0.00574,-0.0222
4,0.565,0.00575,-0.0221
4.1,0.5759,0.00578,-0.0221
4.2,0.5866,0.00584,-0.022
4.3,0.5976,0.00585,-0.0219
4.4,0.6086,0.00589,-0.0219
4.5,0.6191,0.00595,-0.0217
4.6,0.6303,0.00598,-0.0217
4.7,0.6413,0.00602,-0.0217
4.8,0.6518,0.0061,-0.0215
4.9,0.663,0.00614,-0.0215
5,0.674,0.00619,-0.0215
5.1,0.6844,0.00627,-0.0213
5.2,0.6954,0.00632,-0.0213
5.3,0.7064,0.00638,-0.0213
5.4,0.7168,0.00646,-0.0211
5.5,0.7277,0.00651,-0.021
5.6,0.7387,0.00656,-0.021
5.7,0.7493,0.00666,-0.0209
5.8,0.7598,0.00672,-0.0207
5.9,0.7706,0.00677,-0.0206
6,0.7812,0.00686,-0.0205
6.1,0.7918,0.00694,-0.0204
6.2,0.8024,0.00698,-0.0203
6.3,0.8129,0.00706,-0.0201
6.4,0.8232,0.00716,-0.02
6.5,0.8341,0.00723,-0.0199
6.6,0.8444,0.00729,-0.0197
6.7,0.8545,0.00737,-0.0195
6.8,0.8648,0.00746,-0.0193
6.9,0.8755,0.00752,-0.0192
7,0.8862,0.00759,-0.0191
7.1,0.8961,0.00769,-0.0188
7.2,0.9061,0.00778,-0.0186
7.3,0.9166,0.00784,-0.0184
7.4,0.9269,0.00792,-0.0183
7.5,0.937,0.00802,-0.0181
7.6,0.9479,0.00811,-0.018
7.7,0.9592,0.00817,-0.0181
7.8,0.9705,0.00825,-0.0181
7.9,0.9815,0.00834,-0.0181
8,0.992,0.00845,-0.018
8.1,1.0024,0.00853,-0.0179
8.2,1.0133,0.00861,-0.0179
8.3,1.0258,0.0087,-0.0182
8.4,1.0381,0.00882,-0.0186
8.5,1.0505,0.00892,-0.0189
8.6,1.0631,0.009,-0.0193
8.7,1.0756,0.00908,-0.0196
8.8,1.088,0.00918,-0.0199
8.9,1.1002,0.0093,-0.0202
9,1.1124,0.00941,-0.0205
9.1,1.1248,0.00949,-0.0209
9.2,1.137,0.00958,-0.0212
9.3,1.1492,0.00968,-0.0215
9.4,1.1611,0.0098,-0.0217
9.5,1.173,0.00992,-0.022
9.6,1.1851,0.01002,-0.0222
9.7,1.1973,0.0101,-0.0225
9.8,1.2094,0.0102,-0.0228
9.9,1.2214,0.0103,-0.0231
10,1.2332,0.01042,-0.0233
10.1,1.2409,0.01052,-0.0227
10.2,1.2488,0.01062,-0.022
10.3,1.257,0.01071,-0.0215
10.4,1.2656,0.01079,-0.021
10.5,1.2744,0.01087,-0.0205
10.6,1.283,0.01096,-0.0201
10.7,1.2917,0.01106,-0.0196
10.8,1.3004,0.01116,-0.0192
10.9,1.3091,0.01128,-0.0188
11,1.318,0.0114,-0.0184
11.1,1.327,0.01152,-0.0181
11.2,1.3365,0.01161,-0.0178
11.3,1.3459,0.0117,-0.0175
11.4,1.3554,0.0118,-0.0173
11.5,1.3648,0.01191,-0.017
11.6,1.3741,0.01202,-0.0167
11.7,1.3833,0.01214,-0.0165
11.8,1.3924,0.01226,-0.0161
11.9,1.4014,0.0124,-0.0158
12,1.4103,0.01253,-0.0155
12.1,1.4193,0.01267,-0.0152
12.2,1.4285,0.01278,-0.0149
12.3,1.4378,0.01289,-0.0147
12.4,1.4471,0.013,-0.0144
12.5,1.4562,0.01311,-0.0144
12.6,1.4652,0.01323,-0.0144
12.7,1.4741,0.01336,-0.0144
12.8,1.4829,0.01349,-0.0144
12.9,1.4915,0.01363,-0.0144
13,1.4999,0.01378,-0.0144
13.1,1.5081,0.01394,-0.0144
13.2,1.5163,0.0141,-0.0144
13.3,1.5243,0.01427,-0.0144
13.4,1.5324,0.01442,-0.0144
13.5,1.5408,0.01454,-0.0144
13.6,1.5491,0.01467,-0.0144
13.7,1.5572,0.01481,-0.0144
13.8,1.5647,0.01494,-0.0144
13.9,1.5719,0.01508,-0.0144
14,1.5787,0.01523,-0.0144
14.1,1.5853,0.01538,-0.0144
14.2,1.5918,0.01555,-0.0144
14.3,1.5984,0.01572,-0.0144
14.4,1.6048,0.0159,-0.0144
14.5,1.6109,0.01609,-0.0144
14.6,1.617,0.01629,-0.0144
14.7,1.6231,0.0165,-0.0144
14.8,1.629,0.01672,-0.0144
14.9,1.6347,0.01695,-0.0144
15,1.6405,0.01718,-0.0144
15.1,1.6461,0.01742,-0.0144
15.2,1.652,0.01765,-0.0144
15.3,1.6583,0.01786,-0.0144
15.4,1.6648,0.01807,-0.0144
15.5,1.671,0.01829,-0.0144
15.6,1.6769,0.01853,-0.0144
15.7,1.6828,0.01877,-0.0144
15.8,1.6887,0.01902,-0.0144
15.9,1.6944,0.01928,-0.0144
16,1.6999,0.01956,-0.0144
16.1,1.7053,0.01985,-0.0144
16.2,1.7108,0.02015,-0.0144
16.3,1.7157,0.02047,-0.0144
16.4,1.7205,0.02081,-0.0144
16.5,1.7254,0.02115,-0.0144
16.6,1.7299,0.02152,-0.0144
16.7,1.7341,0.02191,-0.0144
16.8,1.7384,0.02232,-0.0144
16.9,1.7423,0.02275,-0.0144
17,1.7459,0.02321,-0.0144
17.1,1.7497,0.02367,-0.0144
17.2,1.7528,0.02418,-0.0144
17.3,1.756,0.02469,-0.0144
17.4,1.7592,0.02522,-0.0144
17.5,1.7619,0.0258,-0.0144
17.6,1.7649,0.02637,-0.0144
17.7,1.7686,0.0269,-0.0144
17.8,1.7723,0.02743,-0.0144
17.9,1.7761,0.02796,-0.0144
18,1.7791,0.02855,-0.0144
18.1,1.7823,0.02914,-0.0144
18.2,1.7855,0.02974,-0.0144
18.3,1.7881,0.03041,-0.0144
18.4,1.7911,0.03105,-0.0144
18.5,1.7934,0.03176,-0.0144
18.6,1.7957,0.03248,-0.0144
18.7,1.7981,0.03321,-0.0144
18.8,1.7997,0.03403,-0.0144
18.9,1.8017,0.0348,-0.0144
19,1.8027,0.03569,-0.0144
19.1,1.8039,0.03655,-0.0144
19.2,1.8046,0.03749,-0.0144
19.3,1.8052,0.03845,-0.0144
19.4,1.8057,0.03943,-0.0144
19.5,1.8057,0.04051,-0.0144
19.6,1.8059,0.04154,-0.0144
19.7,1.8051,0.04273,-0.0144
19.8,1.805,0.04383,-0.0144
19.9,1.8035,0.04513,-0.0144
20,1.8028,0.04631,-0.0144
20.1,1.8003,0.04773,-0.0144
20.2,1.7989,0.049,-0.0144
20.3,1.7958,0.05053,-0.0144
20.4,1.7939,0.0519,-0.0144
20.5,1.79,0.05357,-0.0144
20.6,1.7875,0.05503,-0.0144
20.7,1.7829,0.05682,-0.0144
20.8,1.7799,0.05838,-0.0144
20.9,1.7744,0.06031,-0.0144
21,1.7706,0.06197,-0.0144
21.1,1.7642,0.06401,-0.0144
21.2,1.7597,0.06578,-0.0144
21.3,1.7526,0.06797,-0.0144
21.4,1.7476,0.06984,-0.0144
21.5,1.7398,0.07216,-0.0144
21.6,1.7343,0.07413,-0.0144
21.7,1.7256,0.0766,-0.0144
21.8,1.7197,0.07864,-0.0144
21.9,1.7099,0.08126,-0.0144
22,1.7036,0.08334,-0.0144
22.1,1.6929,0.08615,-0.0144
22.2,1.6863,0.08832,-0.0144
22.3,1.6749,0.09126,-0.0144
22.4,1.6679,0.09353,-0.0144
22.5,1.6564,0.09654,-0.0144
22.6,1.6486,0.09896,-0.0144
22.7,1.6379,0.10183,-0.0144
22.8,1.628,0.10456,-0.0144
22.9,1.6208,0.10689,-0.0144
23,1.607,0.11032,-0.0144
23.1,1.5995,0.11275,-0.0144
23.2,1.5868,0.11608,-0.0144
23.3,1.5784,0.11869,-0.0144
23.4,1.5732,0.12082,-0.0144
23.5,1.5591,0.12444,-0.0144
23.6,1.5533,0.12668,-0.0147
23.7,1.5477,0.12886,-0.0158
23.8,1.5329,0.13261,-0.0178
23.9,1.5274,0.13484,-0.019
24,1.5222,0.13704,-0.0202
24.1,1.5073,0.14095,-0.0224
24.2,1.5026,0.1431,-0.0236
24.3,1.4976,0.14532,-0.0249
24.4,1.4826,0.14935,-0.0273
24.5,1.4782,0.15151,-0.0286
24.6,1.4735,0.15372,-0.03
24.7,1.4584,0.15789,-0.0326
24.8,1.4541,0.16004,-0.034
24.9,1.4495,0.16224,-0.0354
25,1.434,0.16653,-0.0382
25.1,1.4298,0.16871,-0.0396
25.2,1.4261,0.17083,-0.041
25.3,1.4106,0.17531,-0.0441
25.4,1.4067,0.17752,-0.0456
25.5,1.4036,0.17958,-0.047
25.6,1.3994,0.18188,-0.0487
25.7,1.3845,0.18642,-0.0518
25.8,1.3817,0.18846,-0.0533
25.9,1.3785,0.19062,-0.0549
26.1,1.3607,0.19747,-0.0599
26.2,1.3583,0.1995,-0.0614
26.3,1.3547,0.20181,-0.0632
26.4,1.3409,0.20646,-0.0666
26.5,1.3389,0.20846,-0.0681
26.6,1.3366,0.21051,-0.0697
26.7,1.3337,0.21271,-0.0714
26.9,1.3189,0.21923,-0.0764
27,1.3174,0.22113,-0.078
27.1,1.3147,0.22335,-0.0797
27.3,1.3012,0.22984,-0.0847
27.4,1.3,0.23174,-0.0863
27.5,1.2977,0.23392,-0.0881
27.6,1.2863,0.23858,-0.0916
27.7,1.2854,0.24042,-0.0931
27.8,1.2845,0.24232,-0.0947
27.9,1.2826,0.24448,-0.0964
28.1,1.2711,0.25102,-0.1015
28.2,1.2702,0.25297,-0.1031
28.3,1.2683,0.2552,-0.105
28.5,1.2577,0.26178,-0.11
28.6,1.257,0.26372,-0.1117
28.7,1.256,0.26576,-0.1134
28.8,1.2484,0.26993,-0.1165
28.9,1.2481,0.27181,-0.1181
29,1.2486,0.27341,-0.1195
29.1,1.2497,0.27481,-0.1207
29.2,1.2508,0.27621,-0.122
29.3,1.2518,0.27763,-0.1233
29.4,1.2525,0.27915,-0.1247
29.5,1.2526,0.28088,-0.1262
29.6,1.2486,0.28403,-0.1286
29.7,1.2495,0.2855,-0.1299
29.8,1.2506,0.2869,-0.1312
29.9,1.2518,0.28827,-0.1325
30,1.2529,0.28967,-0.1338
30.1,1.2539,0.29111,-0.1352
30.2,1.2545,0.29269,-0.1366
30.3,1.2502,0.29602,-0.1391
30.4,1.2508,0.29762,-0.1406
30.5,1.2519,0.29904,-0.1419
30.6,1.2531,0.30042,-0.1432
30.7,1.2542,0.30178,-0.1445
30.8,1.2553,0.3032,-0.1458
30.9,1.256,0.30472,-0.1472
31,1.2562,0.30648,-0.1488
31.2,1.2531,0.31137,-0.1527
31.3,1.2541,0.31279,-0.1541
31.4,1.2551,0.31422,-0.1554
31.5,1.256,0.31574,-0.1568
31.6,1.2563,0.31746,-0.1584
31.7,1.252,0.32117,-0.161
31.8,1.2531,0.3226,-0.1624
31.9,1.2545,0.32387,-0.1637
32,1.256,0.3251,-0.1649
32.1,1.2573,0.32639,-0.1662
32.2,1.2583,0.32784,-0.1676
32.3,1.2596,0.32914,-0.1689
32.4,1.2607,0.3305,-0.1702
32.5,1.2615,0.33205,-0.1717
32.7,1.257,0.338,-0.1761
32.8,1.2578,0.33956,-0.1775
32.9,1.2578,0.34152,-0.1792
33,1.251,0.34718,-0.1827
33.1,1.2517,0.34882,-0.1841
33.2,1.2462,0.35423,-0.1874
33.3,1.2477,0.35549,-0.1887
33.4,1.2492,0.35672,-0.1899
33.5,1.2506,0.35797,-0.1912
33.6,1.2519,0.3593,-0.1926
33.7,1.2333,0.37629,-0.2011
33.8,1.23,0.38532,-0.2052
33.9,1.2322,0.38603,-0.2063
34,1.2343,0.38672,-0.2075
34.1,1.2364,0.3874,-0.2086
34.2,1.2385,0.38805,-0.2097
34.3,1.2406,0.38869,-0.2108
34.4,1.2427,0.38932,-0.2119
34.5,1.2447,0.38995,-0.213
34.6,1.2468,0.39056,-0.2142
34.7,1.2488,0.39118,-0.2153
34.8,1.2508,0.39179,-0.2164
34.9,1.2528,0.3924,-0.2175
35,1.2548,0.39302,-0.2186
35.1,1.2568,0.39366,-0.2197
35.2,1.2587,0.3944,-0.2209
